,Title,Price,CPU Model,Style,Memory Storage Capacity,Switch Type,Brand,Average Battery Life (in hours),Data Transfer Rate,Manufacturer,Contact Type,Processor,Hard Drive,CPU Speed,Cover Material,Graphics Coprocessor,Domestic Shipping,Keyboard layout,Country of Origin,Series,Special Features,Item model number,Special Feature,Connectivity technologies,ASIN,Generation,Model Name,Screen Resolution,Theme,Material,Ink Color,Max Screen Resolution,Best Sellers Rank,Standing screen display size,International Shipping,Package Dimensions,Current Rating,Size,Operating Voltage,Date First Available,Cable Type,Hard Disk Size,Item Weight,Batteries,Department,Wireless Type,Material Type,Hardware Interface,Product Dimensions,Color,Number of USB 3.0 Ports,Screen Size,Item Thickness,Form Factor,RAM,Number of Keys,Connector Gender,Connector Type,Compatible Devices,Operation Mode,Manufacturer Part Number,Number of Buttons,Number of USB 2.0 Ports,Voltage,Ram Memory Installed Size,Keyboard Description,Operating System,Keyboard backlighting color support,Included Components,Water Resistance Level,Power Source,Customer Reviews,Language,Terminal,Chipset Brand,Is Discontinued By Manufacturer,Hardware Platform,Other display features,Number of Ports,Item Dimensions LxWxH,Connectivity Technology,Card Description
247,Wireless Keyboard and Mouse Combo - Rii Standard Office PC Keyboard and Optical Wireless Mice for Windows/Android TV Box/Raspberry Pi/PC/Laptop/PS3/4/,16,,,,,Rii,,,Rii,,,,,,,,,,,,,,,B07WJYVCCN,,,,,,,,#20 in Computer Keyboard & Mouse Combos,,,,,,,"August 14, 2019",,,1.37 pounds,,,,,,16.54 x 3.94 x 2.17 inches,Black,,,,,,,,,,,,,,,,,Windows 7,,,,Battery Powered,"1,799 ratings
4.2 out of 5 stars",,,,,,,,,USB,
248,"ELECOM -Japan Brand- USB 2.4GHz Wireless Basic Keyboard for Computer and Laptop, 109 Keys, Full-Size with Numeric Keypad, Quiet and Compact, Foldable Stand, Japanese Layout, Windows/Mac (TK-FDM106TBK)",19,,Keyboard,,,ELECOM,,,ELECOM,,,,,,,,,,TK-FDM106TBK,,TK-FDM106TBK,"Wireless, Water Resistant",,B07V4J22RH,,,,,,,,#368 in Computer Keyboards,,,,,,,"November 29, 2019",,,1.25 pounds,,,,,,6.73 x 18.15 x 1.54 inches,Keyboard,,,,,,104,,,PC,,,,,,,Ergonomic,"Windows 8.1, Windows XP, Windows 7",,USB Dongle,,,"1,790 ratings
4.2 out of 5 stars",,,,,,,,6.73 x 18.15 x 1.54 inches,Wireless,
249,"NPET K32 Wireless Gaming Keyboard, LED Backlit Computer Keyboard with 10 Dedicated Multimedia Keys & Wrist Rest, 2.4G Rechargeable Ergonomic Keyboard for Windows/Desktop/Computer/PC, White",23,,K32,,,NPET,,,NPET,,,,,,,,,China,,,K32,Non-slip,,B09LQ7KM9S,,K32,,,,,,"#6,992 in Video Games (See Top 100 in Video Games)
#524 in PC Gaming Keyboards",,,,,,,"March 1, 2021",,,2.09 pounds,1 Lithium ion batteries required. (included),,,,,17.32 x 5.9 x 1.29 inches,White,,,,,,114,,,PC,,,,,,,Wireless gaming keyboard,,,,,,"1,120 ratings
4.7 out of 5 stars",,,,No,,,,17.32 x 5.9 x 1.29 inches,USB,
250,"Bluetooth Keyboard for Mac OS/iOS/iPad OS, Wireless Multi-Device Full-Sized Keyboard Rechargeable Ultra Slim Design for MacBook Pro/Air, iMac, iPhone, iPad Pro/Air/Mini, New iPad (White and Silver)",29,,,,,Unipows,,,Unipows,,,,,,,,,,,,,Rechargeable,,B09YD6B334,,,,,,,,#985 in Computer Keyboards,,,17.48 x 5.2 x 1.06 inches,,,,"April 20, 2022",,,1.28 pounds,,,,,,,White and Silver,,,,,,,,,"IMac, MacBook Pro/Air, iPhone, iPad",,,,,,,"Bluetooth, rechargeable, multi device, ultra slim","OS, IOS",,,,,,,,,,,,,,Bluetooth,
251,Arteck 2.4G Wireless Keyboard Ultra Slim Full Size Keyboard with Numeric Keypad and Media Hotkey for Computer/Desktop/PC/Laptop/Surface/Smart TV and Windows 10/8/ 7 Built-in Rechargeable Battery,18,,,,,Arteck,,,Arteck,,,,,,,,,China,,,,"Wireless, Multimedia Keyboard",,B08SKBLTTD,,,,,,,,#165 in Computer Keyboards,,,,,,,"January 9, 2021",,,1.41 pounds,1 Lithium ion batteries required. (included),,,,,16.83 x 4.61 x 0.84 inches,,,,,,,108,,,"Laptop, Smart TV, PC",,,108,,,,Ergonomic,Windows 10,,,,,"387 ratings
4.5 out of 5 stars",,,,,,,,16.83 x 4.61 x 0.84 inches,USB,
252,"60 Percent Mechanical Gaming Keyboard, Black&Gray Mixed Color Keycaps Gaming Keyboard with Blue Switches, Detachable Type-C Cable Mini Keyboard with Powder Blue Light for Windows/Mac/PC/Laptop",26,,,,,Camiysn,,,Camiysn,,,,,,,,,China,,,,Ergonomic 61 keys mini keyboard with clicky blue switches,,B09CT43X9L,,Compact 61 keys mechanical keyboard with black gray keycaps & blue switches,,,,,,"#4,394 in Video Games (See Top 100 in Video Games)
#73 in Mac Gaming Keyboards
#317 in PC Gaming Keyboards",,,,,,,"August 17, 2021",,,1.48 pounds,,,,,,11.46 x 3.98 x 1.54 inches,"Blue, Black",,,,,,61,,,"Laptop, PC",,,,,,,60% mechanical keyboard for gaming&office,,Single Color,61 keys mechanical gaming keyboard,,,"260 ratings
4.5 out of 5 stars",,,,,,,,,Wired,
253,"Bluetooth Keyboard and Mouse, RAPOO Dual-Mode (Bluetooth 3.0/5.0 + 2.4G) Wireless Keyboard and Mouse Combo, Ultra-Slim Multi-Device Keyboard and Silent Mouse for Mac, iPad, Laptop, Windows XP",33,,,,,Rapoo,,,"Shenzhen Rapoo Technology Co., Ltd.",,,,,,,,,,,,9050M wireless keyboard mouse,,,B09SKZ87L7,,,,,,,,"#1,192 in Computer Keyboard & Mouse Combos",,,,,,,"February 16, 2022",,,1.19 pounds,,,,,,11.02 x 4.33 x 0.39 inches,BLACK,,,,,,,,,,,,,,,,,"Windows, Mac",,,,AC & Battery,,,,,,,,,,Bluetooth；USB,
254,Amazon Basics Wireless Keyboard-Quiet and Compact-US Layout (QWERTY),21,,,,,Amazon Basics,,,Amazon Basics,,,,,,,,,China,,,KS1-US,"Hotkeys டைTune, Multimedia Keys",,B07WV5WN7B,,,,,,,,#118 in Computer Keyboards,,,,,,,"November 11, 2019",,,1.05 pounds,2 AAA batteries required. (included),,,,,5.61 x 1.13 x 17.83 inches,Black,,,,,,,,,,,,,,,,Multimedia,Windows 7,,,,,"461 ratings
4.1 out of 5 stars",,,,,,,,5.61 x 1.13 x 17.83 inches,Wireless,
255,Razer Huntsman Tournament Edition TKL Tenkeyless Gaming Keyboard: Fast Keyboard Switches - Linear Optical Switches - Chroma RGB Lighting - PBT Keycaps - Onboard Memory - Classic Black,70,,Huntsman Tournament Edition,,,Razer,,,Razer Inc.,,,,,,,,,China,Huntsman TE,,RZ03-03080200-R3U1,Lighting,,B07V25YPVW,,,,,"Polybutylene Terephthalate, Aluminum",,,"#465 in Video Games (See Top 100 in Video Games)
#5 in Mac Gaming Keyboards
#15 in PC Gaming Keyboards",,,,,,,"September 12, 2019",,,1.63 pounds,,,,,,5.54 x 14.27 x 1.45 inches,Classic Black,,,,,,,,,PC,,,,,,,QWERTY,,,,,,"5,030 ratings
4.6 out of 5 stars",,,,No,PC,,,5.54 x 14.27 x 1.45 inches,USB-C,
256,"BlueFinger RGB Gaming Keyboard and Backlit Mouse Combo, USB Wired Backlit Keyboard, LED Gaming Keyboard Mouse Set for Laptop PC Computer Game and Work",$24.99,,,,,BlueFinger,,,BlueFinger,,,,,,,,,,,,,,,B07WCLZ1PL,,,,,,,,"#654 in Video Games (See Top 100 in Video Games)
#30 in PC Gaming Keyboards",,,17.6 x 5.65 x 4.5 inches,,,,"November 13, 2018",,,2.09 pounds,,,,,,,Black,,,,,,104,,,,,,,,,,,"Windows XP, Windows 8, Windows 7, Mac OS, Windows 10",,,,,"5,232 ratings
4.4 out of 5 stars",,,,No,,,,,Wired,
257,"Wireless Keyboard and Mouse Combo, Wireless Keyboard with Phone Holder & Round Keycaps, 2.4GHz Full-Size USB Wireless Keyboard Mouse Combo for Computer, Desktop, Laptop and Computer (Pink)",39,,,,,YBNTCAO,,,YBNTCAO,,,,,,,,,China,,,,,,B09P7WTXQS,,,,,,,,#440 in Computer Keyboard & Mouse Combos,,,19.96 x 7.4 x 1.73 inches,,,,"December 27, 2021",,,1.98 pounds,,,,,,,Pink,,,,,,,,,,,,,,,,,"Windows 8, Windows 7, Mac OS, Windows 10, Android",,,,Battery Powered,"17 ratings
4.2 out of 5 stars",,,,,,,,,"RF, USB",
258,60% Gaming Keyboard Mini Portable with Rainbow RGB Backlight Compact Ergonomic 62 Key Layout 19 Key Anti-ghosting Mechanical Feel Waterproof USB Wired for PC Mac Windows Gamer Laptop Typists(Blue),16,,,,,ZIYOU LANG,,,ZIYOU LANG,,,,,,,,,China,,,,"Ergonomic, Waterproof, Backlit",,B09F6DX1VS,,,,,Rubber,,,"#4,255 in Video Games (See Top 100 in Video Games)
#307 in PC Gaming Keyboards",,,12.6 x 5.31 x 1.61 inches,,,,"August 26, 2021",,,1.26 pounds,,,,,,,Blue,,,,,,19,,,"Laptop, PC",,,19,,,,Gaming,,,,,,"264 ratings
3.9 out of 5 stars",,,,,,,,,USB,
259,"Wireless Keyboard and Mouse, Rechargeable 2.4GHz Ultra-Slim Full-Size Keyboard Mouse Combo with Whisper-Quiet Mouse for Windows, Laptop, PC, Desktop- Purple and White",23,,,,,Nasuque,,,Nasuque,,,,,,,,,China,,,,,,B09Y1PKZ8N,,,,,,,,#195 in Computer Keyboard & Mouse Combos,,,17.56 x 5.31 x 1.61 inches,,,,"April 15, 2022",,,1.52 pounds,,,,,,,,,,,,,,,,,,,,,,,,"Windows xp, Windows 8, Windows vista, Windows 7, Windows 10",,,,Battery Powered,"4 ratings
3.8 out of 5 stars",,,,,,,,,"RF, USB",
260,"Logitech K480 Wireless Multi-Device Keyboard for Windows, macOS, iPadOS, Android or Chrome OS, Bluetooth, Compact, Compatible with PC, Mac, Laptop, Smartphone, Tablet - Black",29,,,,,Logitech,,,Logitech,,,,,,,,,China,"Windows, pc, mac, andriod, ios, smartphones",,920-006342,"Wireless, Bluetooth",,B00MUTWLW4,,,,,,,,#25 in Computer Keyboards,,,,,,,"September 3, 2014",,,1.81 pounds,1 Lithium Polymer batteries required. (included),Keyboards/Input Devices,,,,12.2 x 1.61 x 7.91 inches,Black,,,,,,5,,,"Chrome OS, macOS, Windows, iOS, iPadOS, Android",,,,,,,QWERTY,"Windows 10, 11 or later, Chrome OS, macOS 10.14 or later, iOS 11 or later, iPadOS 13.1 or later, Android 7 or later",Single Color,Keyboard,,,"15,095 ratings
4.4 out of 5 stars",,,,No,"Laptop, Tablet, Smartphone",,,12.2 x 1.61 x 7.91 inches,Bluetooth,
261,Arteck HB192 Universal Bluetooth Keyboard Multi-Device Stainless Steel Full Size Wireless Keyboard for Windows iOS Android Computer Desktop Laptop Surface Tablet Smartphone Rechargeable Battery,29,,,,,Arteck,,,Arteck,,,,,,,,,China,,,,Bluetooth,,B07VN47CYW,,,,,Stainless Steel,,,#49 in Computer Keyboards,,,,,,,"July 29, 2019",,,1.21 pounds,1 Lithium ion batteries required. (included),,,,,16.9 x 4.9 x 0.6 inches,,,,,,,3,,,"Laptop, PC, Tablet, Smartphone",,,,,,,Ergonomic,Mac os,,,,,"3,686 ratings
4.4 out of 5 stars",,,,,,,,16.9 x 4.9 x 0.6 inches,Bluetooth,
262,"Wireless Bluetooth Keyboard with 7-Colors Backlit, Rechargeable Slim Full Size BT Wireless Keyboard with Number Pad for Computer/Laptop/Desktop/Smart TV/PC/Tablet Black (9.7in-10.5in, White)",9,,,,,NANA Jewels,,,AR LIHAO,,,,,,,,,,,,,"Backlit, Rechargeable",,B089F7DL1L,,,,,"Silicone, Acrylonitrile Butadiene Styrene",,,#573 in Computer Keyboards,,,10.08 x 6.06 x 0.59 inches,,,,"May 30, 2020",,,9.1 ounces,1 Lithium Polymer batteries required. (included),,,,,,White,,,,,,,,,"Laptop, Smart TV, PC, Tablet",,,,,,,Bluetooth,Mac os,,,,,"46 ratings
4.1 out of 5 stars",,,,,,,,,Bluetooth,
263,"Philips Wired Gaming Keyboard and Mouse Combo, Quiet RGB Backlit Membrane Keyboard with LED Optical Mouse, Island Style- Chiclet Keys for Gaming, Business and Office",29,,,,,Philip,,,Philips,,,,,,,,,,,,,"Ergonomic, Backlit",,B08F82X44L,,,,,,,,"#14,037 in Video Games (See Top 100 in Video Games)
#1,044 in PC Gaming Keyboards",,,21.25 x 6.75 x 1.5 inches,,,,"August 4, 2020",,,1.8 pounds,,,,,,,,,,,,,,,,,,,,,,,,Linux,,,,,"165 ratings
4.3 out of 5 stars",,,,,,,,,Wired,
264,"UBOTIE Portable Bluetooth Colorful Computer Keyboards, Wireless Mini Compact Retro Typewriter Flexible 84Keys Design Keyboard (Black-White)",32,,Retro,,,UBOTIE,,,KKT,,,,,,,,QWERTY,China,,,,"Typewriter Design, Girls Gift, Spill_proof, Water_resistant, Hotkeys_and_media_keys",,B08QCQDBW1,,,,,,,,#468 in Computer Keyboards,,,,,,,"October 16, 2020",,,1.36 pounds,2 AAA batteries required.,,,,,12.6 x 5.51 x 0.98 inches,Black-white,,,,,,84,,,"Laptop, Smart TV, PC with bluetooth, Tablet, Smart Phones",,,,,,,多用途的,,,,,,"2,628 ratings
4.5 out of 5 stars",,,,No,,,,12.6 x 5.51 x 0.98 inches,Bluetooth,
265,"HyperX Alloy Origins - Mechanical Gaming Keyboard, Software-Controlled Light & Macro Customization, Compact Form Factor, RGB LED Backlit - Linear HyperX Red Switch",109,,HyperX Red,,,HyperX,,,,,,,,,,,,,HyperX Alloy Origins,,,Travel,,,,,,,,,,"#4,102 in Video Games (See Top 100 in Video Games)
#291 in PC Gaming Keyboards",75,,,,,,,,,,,,,,,,Black,,,,,,104,,,"Windows 10, 8.1, 8, 7",,,,,,,Gaming,,,,,,"6,324 ratings
4.7 out of 5 stars",,,,,,,,17.4 x 5.2 x 1.5 inches,Detachable (USB Type-C),
266,HK GAMING GK61 Mechanical Gaming Keyboard 60 Percent | 61 RGB Rainbow LED Backlit Programmable Keys | USB Wired | for Mac and Windows PC | Hotswap Gateron Optical Black Switches | White,59,,Gaming,,,HK GAMING,,,Hong Kong Keyboards,,,,,,,,,China,,,GK-61,Backlit,,B07T9XBQKZ,,GK61,,,,,,"#6,989 in Video Games (See Top 100 in Video Games)
#332 in Mac Accessories
#523 in PC Gaming Keyboards",,,,,,,"March 17, 2019",,,1.19 pounds,,,,,,11.42 x 3.94 x 1.18 inches,White,,,,,,61,,,PC,,,,,,,Gaming,,,"Keycap Puller, USB Cable",,,"16,749 ratings
4.7 out of 5 stars",,,,No,,,,,USB,
267,"Wireless Keyboard and Mouse Combo, Full Size with Number Pad, 2.4G USB Receiver Cordless Keyboard Mouse Set for Windows, PC, Laptop, Computer, Notebook - Black & Green",20,,,,,TechGarden,,,TechGarden,,,,,,,,,China,,,,,,B09V7X472K,,,,,,,,#215 in Computer Keyboard & Mouse Combos,,,17.6 x 5.16 x 2.01 inches,,,,"March 10, 2022",,,1.3 pounds,,,,,,,Black & Green,,,,,,,,,,,,,,,,,Windows,,,,Battery Powered,"13 ratings
4.3 out of 5 stars",,,,,,,,,USB,
268,"DGG K60 61 Keys RGB Backlit 60% Wired Gaming Keyboard, Quiet Ergonomic Waterproof Mini Compact 60 Percent Mechanical Feeling Keyboard, for PC Mac PS4 Xbox Gamer, Typist, Travel",$19.99,,Membrane,,,DGG,,,WHEICHENKEJI,,,,,,,,,China,,,,"Waterproof,Travel",,B08DM3G9R1,,,,,Acrylonitrile Butadiene Styrene,,,"#2,015 in Video Games (See Top 100 in Video Games)
#49 in Xbox Accessories
#129 in PC Gaming Keyboards",,,,,,,"July 25, 2020",,,14.1 ounces,,,,,,3.94 x 0.79 x 1.57 inches,Black,,,,,,61,,,Gaming Console,,,,,,,Gaming,,,,,,"969 ratings
4.3 out of 5 stars",,,,,,,,3.94 x 0.79 x 1.57 inches,USB,
269,"ZYTUA Multi-Device Bluetooth Keyboard, Dual Mode (Bluetooth & 2.4GHz) Full Size Rechargeable Wireless Keyboard with Round Keys, Support 3 Devices for Windows/iOS/Mac OS/Android",19,,,,,ZYTUA,,,ZYTUA,,,,,,,,,,,,,Lightweight,,B09NCWBL7B,,,,,,,,#704 in Computer Keyboards,,,,,,,"December 10, 2021",,,1.32 pounds,,,,,,17.72 x 5.12 x 1.18 inches,,,,,,,,,,Laptop,,,,,,,Wireless,,,USB Cable,,,"17 ratings
4.8 out of 5 stars",,,,,,,,17.72 x 5.12 x 1.18 inches,Bluetooth,
270,"ZJFKSDYX C104 Wireless Gaming Keyboard and Mouse Combo,104 Key RGB LED Backlight Rechargeable Mechanical Feel Anti-ghosting Ergonomic Waterproof RGB Mute Mice for Computer PC Gamer (Black)",49,,,,,ZJFKSDYX,,,ZJFKSDYX,,,,,,,,,,,,,,,B091SLR29C,,,,,,,,"#1,916 in Video Games (See Top 100 in Video Games)
#120 in PC Gaming Keyboards",,,17.68 x 6.18 x 3.27 inches,,,,"April 6, 2021",,,2.68 pounds,,,,,,,Black,,,,,,104,,,,,,,,,,,,,,,Battery Powered,"2,351 ratings
4.1 out of 5 stars",,,,,,,,,USB,
271,"Backlit Bluetooth Keyboard for Mac, Wireless Multi Device Keyboard with 3 Bluetooth Channels, Ultra-Slim Rechargeable Advanced Keyboard, Compatible with mac, iPhone, ipad, Apple MacBook Pro/Air",24,,,,,Nasuque,,,Nasuque,,,,,,,,,China,,,,"Backlit, Rechargeable",,B09XQG9YWZ,,,,,Aluminum,,,#247 in Computer Keyboards,,,17.56 x 4.76 x 1.02 inches,,,,"April 12, 2022",,,1.46 pounds,,,,,,,,,,,,,,,,Tablet,,,111,,,,Bluetooth,,,,,,"1 rating
5.0 out of 5 stars",,,,,,,,,Bluetooth,
272,"New Alienware Low-Profile RGB Gaming Keyboard AW510K Light, Alienfx Per Key RGB Lighting, Media Controls and USB Passthrough, Cherry MX Low Profile Red Switches, Lunar Light",140,,,,,Alienware,,,Dell Computers,,,,,,,,,,Alienware Low-Profile RGB Mechanical Gaming Keyboard 510K-Light,,Alienware Low-Profile RGB Mechanical Gam,Lighting,,B07V4FY3Q2,,,,,Aluminum,,,"#3,385 in Video Games (See Top 100 in Video Games)
#231 in PC Gaming Keyboards",,,,,,,"October 19, 2019",,,2.99 pounds,,,,,,3.1 x 19.7 x 8.8 inches,Lunar light,,,,,,,,,Gaming Console,,,,,,,Gaming,,,,,,"445 ratings
4.7 out of 5 stars",,,,,PC,,,3.1 x 19.7 x 8.8 inches,USB,
273,"Wireless Ergonomic Split Keyboard with Cushioned Palm Rest Against Carpal Tunnel, DELUX [Standard Ergo] Keyboard Series, Multi-Device Connection, Compatible with Windows, Mac OS (GM901D-Black)",54,,,,,DeLUX,,,DELUX,,,,,,,,,,,,,"Ergonomic, Wrist Rest",,B09QX3PMSF,,GM901D,,,Faux Leather,,,"#2,640 in Musical Instruments (See Top 100 in Musical Instruments)
#33 in Portable & Arranger Keyboards",,,,,,,"January 21, 2022",,,2.55 pounds,,,,,,17.68 x 9.21 x 1.89 inches,Black,,,,,,107,,,,,,107,,,,US,,,,,,,,,,,,,,17.68 x 9.21 x 1.89 inches,Wireless,
274,"Retro Typewriter Style Mechanical Gaming Keyboard,White Backlight Blue Switches Round Keycaps,USB Wired,Cute Pink,for Office and Game,for Computer Laptop Desktop PC (K520-Pink)",$53.98,,复古,,,CC MALL,,,N / A,,,,,,,,,,,,,Lighting,,B08JYSB39J,,,,,,,,"#21,168 in Video Games (See Top 100 in Video Games)
#1,507 in PC Gaming Keyboards",,,,,,,"September 24, 2020",,,2.5 pounds,,,,,,18 x 6 x 2 inches,K520-Pink,,,,,,104,,,"Laptop, PC",,,,,,,Gaming,,Single Color,Keycap_puller,,,"124 ratings
4.8 out of 5 stars",,,,,,,,,USB,
275,"Typewriter Style Mechanical Gaming Keyboard, Pink Retro Punk Gaming Keyboard with White Backlit, 104 Keys Blue Switch Wired Cute Keyboard, Round Keycaps for Windows/Mac/PC",36,,Steampunk,,,Camiysn,,,Camiysn,,,,,,,,,China,,,,Steampunk typewriter style pink keyboard with white backlit,,B095YNKNXC,New,,,,,,,"#2,116 in Video Games (See Top 100 in Video Games)
#136 in PC Gaming Keyboards",,,,,,,"May 27, 2021",,,2.12 pounds,,,,,,17.09 x 4.93 x 1.34 inches,"Pink, Blue",,,,,,104,,,Laptop/PC,,,,,,,Retro mechanical keyboard with clicky sound,,Single Color,,,,"447 ratings
4.6 out of 5 stars",,,,,,,,,USB,
276,"Keychron K4 Wireless Bluetooth/USB Wired Gaming Mechanical Keyboard, Compact 100 Keys RGB LED Backlit Gateron G Pro Blue Switch N-Key Rollover, Aluminum Frame for Mac Windows, Version 2",104,,,,,Keychron,,,Keychron,,,,,,,,,China,,,K4C2,"Wireless, Bluetooth, Lighting",,B08LYRWZ8D,,,,,Aluminum,,,"#6,319 in Video Games (See Top 100 in Video Games)
#298 in Mac Accessories
#471 in PC Gaming Keyboards",,,,,,,"March 17, 2020",,,2.93 pounds,,,,,,14.8 x 5.08 x 1.5 inches,Gateron Blue Switch,,,,,,100,,,"Laptop, Smartphone",,,,,,,Gaming,,,,,,"1,061 ratings
4.6 out of 5 stars",,,,,,,,14.8 x 5.08 x 1.5 inches,"Bluetooth, USB",
277,"Wireless Gaming Keyboard and Mouse Combo,Rainbow Backlit Rechargeable 3800mAh Battery,87 Keys Mechanical Feel Ergonomic Waterproof Keyboard,RGB Gaming Mute Mouse and Mousepad for PC Gamers (Black)",41,,,,,LexonElec,,,LexonElec,,,,,,,,,,,,,,,B092TR1V8T,,,,,,,,"#3,345 in Video Games (See Top 100 in Video Games)
#224 in PC Gaming Keyboards",,,18 x 6.06 x 1.89 inches,,,,"April 18, 2021",,,2.99 pounds,1 Lithium ion batteries required. (included),,,,,,Black,,,,,,,,,,,,,,,,,Windows XP,,,,Battery Powered,"225 ratings
4.3 out of 5 stars",,,,,,,,,USB,
278,"Keychron C2 Full Size Wired Mechanical Keyboard Compatible with Mac, Keychron Brown Switch, 104 Keys ABS Retro Color Keycaps Gaming Keyboard for Windows, USB-C Type-C Braid Cable",49,,,,,Keychron,,,Keychron,,,,,,,,,,,,,Backlit,,B09JG7KRC7,,,,,Acrylonitrile Butadiene Styrene,,,"#5,120 in Video Games (See Top 100 in Video Games)
#96 in Mac Gaming Keyboards
#379 in PC Gaming Keyboards",,,18.31 x 7.09 x 2.13 inches,,,,"October 14, 2021",,,2.83 pounds,,,,,,,Keychron Brown Switch,,,,,,104,,,,,,104,,,,Gaming,,,,,,,,,,,,,,,"USB, USB-C",
279,FIRSTBLOOD ONLY GAME. AK50 Mechanical Gaming Keyboard - PBT Keycaps - Grey-White Matching - White Backlit - Blue Switches - Black,54,,Classic,,,FIRSTBLOOD ONLY GAME.,,,Ajazz,,,,,,,,,,,,,Lighting,,B087V1QCY1,,AK50 PBT,,,,,,"#7,188 in Video Games (See Top 100 in Video Games)
#536 in PC Gaming Keyboards",,,,,,,"July 1, 2020",,,1.72 pounds,,,,,,17.09 x 4.84 x 1.42 inches,PBT Keycaps Blue Switch Black,,,,,,104,,,Gaming Console,,,,,,,Gaming,,Single Color,,,,"220 ratings
4.6 out of 5 stars",,,,,,,,,USB-A,
280,"Keyboard for Mac and Windows, Macally Apple Wired Keyboard Compatible - Slim, Space-Saving Design USB Keyboard with Numeric Keypad - Budget-Friendly Laptop, MacBook, iMac Keyboard Replacement",34,,Wired Keyboard for Mac and Windows,,,Macally,,,Mace Group Inc / Macally Peripherals,,,,,,,,,China,,,ACEKEY2MA,Space Saving Wired Keyboard for Mac and Windows,,B08S37RRL4,,ACEKEY2MA,,,,,,#246 in Computer Keyboards,,,,,,,"July 1, 2021",,,12.7 ounces,,,,,,14.5 x 4.9 x 0.6 inches,Silver Aluminum,,,,,,98,,,"Laptop, PC",,,,,,,USB Wired Keyboard for Mac and Windows,,,"Wired Keyboard, User Guide",,,"104 ratings
4.4 out of 5 stars",,,,,,,,,USB-A,
281,"White Gaming Keyboard and Mouse Combo Colorful Lights Rainbow LED Backlit Keyboard with Ergonomic Detachable Wrist Rest, Programmable 3200 DPI 7 Button Gaming Mouse for Windows PC Mac Office/Gaming",20,,,,,KOLMAX HUNTER,,,KOLMAX HUNTER,,,,,,,,,,,,,,,B0836N8XPY,,,,,,,,"#2,347 in Video Games (See Top 100 in Video Games)
#158 in PC Gaming Keyboards",,,17.99 x 11.02 x 2.05 inches,,,,"December 26, 2019",,,2.4 pounds,,,,,,,KO-1WHITE,,,,,,19,,,,,,,,,,,"Windows 8, Windows 7, Windows 10",,,,,"1,172 ratings
4.4 out of 5 stars",,,,,,,,,Wired,
282,"Multi Device Bluetooth Keyboard for Windows & Mac OS, seenda Ultra Slim Rechargeable Wireless Keyboard, Compatible with Windows 7/8/10, Laptop, Tablet, MacBook Pro/Air, iPad, iPhone, Black Gray",39,,,,,Seenda,,,seenda,,,,,,,,,China,,,JP-064B-3,"Multi-device, Rechargeable",,B0956R7HJN,,JP-064B-3,,,,,,#121 in Computer Keyboards,,,,,,,"May 18, 2021",,,1.36 pounds,,,,,,16.84 x 4.5 x 0.62 inches,Black Gray Keyboard,,,,,,110,,,"Laptop, MacBook air, PC, MacBook pro, Tablet",,,,,,,"Ultra-thin, Ergonomic, Sleek",,,"Wireless Keyboard, Charging Cable, USB Receiver, User Manual",,,"357 ratings
4.3 out of 5 stars",,,,,,,,16.84 x 4.5 x 0.62 inches,"Bluetooth, USB",
283,"UBOTIE Colorful Bluetooth 100Keys Keyboards, Wireless Compact Rainbow Gradual Colors Retro Typewriter Flexible Keyboard for Tablet, Cellphones, PC (Purple-Colorful)",39,,,,,UBOTIE,,,UBOTIE,,,,,,,,,China,,,,"Wireless, Bluetooth",,B0969ZD25J,,,,,Acrylonitrile Butadiene Styrene,,,#132 in Computer Keyboards,,,,,,,"June 3, 2021",,,1.61 pounds,2 AAA batteries required.,,,,,15.8 x 5.3 x 0.5 inches,Purple-Colorful,,,,,,100,,,"Laptop, PC, Tablet",,,,,,,Flexible,"Mac OS 9, Windows 7, IOS, Android, Windows 10",,,,,"446 ratings
4.4 out of 5 stars",,,,No,,,,15.8 x 5.3 x 0.5 inches,Bluetooth,
284,"Gaming Mechanical Keyboard, Metal Panel104 Anti-ghosting Keys,Brown Switches,Led Backlit,USB Wired, Wrist Rest,Good for Game and Office,for Computer PC Desktop Laptop(2088-Black)",49,,,,,CC MALL,,,"Dongguan Suoai Electronics &Technology Co.,Ltd.",,,,,,,,,,,,,Lighting,,B07MGGGMPV,,KBF2088,,,,,,"#14,179 in Video Games (See Top 100 in Video Games)
#1,055 in PC Gaming Keyboards",,,,,,,"January 5, 2019",,,2.35 pounds,,,,,,18 x 6 x 2 inches,Black,,,,,,104,,,"Laptop, PC",,,,,,,Multimedia,,Single Color,Keycap_puller,,,"901 ratings
4.4 out of 5 stars",,,,No,,,,,Wired,
285,"Mechanical Gaming Keyboard, Wired USB Adjustable Backlight Keyboard, MageGee New Mechanical Storm 100% Anti-ghosting Keyboard with Blue Switches for Windows PC/MAC Games (White)",26,,,,,MageGee,,,MageGee,,,,,,,,,,,,,Backlit,,B08V4DZ14F,,,,,Acrylonitrile Butadiene Styrene,,,"#12,586 in Video Games (See Top 100 in Video Games)
#938 in PC Gaming Keyboards",,,17.8 x 7.52 x 1.93 inches,,,,"July 16, 2020",,,2.66 pounds,,,,,,,White,,,,,,104,,,PC,,,104,,,,Gaming,,,,,,"336 ratings
4.6 out of 5 stars",,,,,,,,,USB,
